,ecli,appno,respondent,languageisocode,representedby,violation,docname,separateopinion,judgementdate,scl,publishedby,doctypebranch,applicability,conclusion,importance,externalsources,rulesofcourt,referencedate,extractedappno,itemid,article,issue,nonviolation,originatingbody,doctype,rank,year,importance_inverted,doctypebranch_inverted,degree_centrality,in_degree_centrality,out_degree_centrality,relative_in_degree_centrality,core_number,betweenness_centrality,closeness_centrality,harmonic_centrality,current_flow_betweenness,current_flow_closeness,eigenvector_centrality,pagerank,hits_hub,hits_authority,hits_combined,trophic_level,disruption,composite_ranking_importance_weight_composite_ranking,composite_ranking_importance_threshold_composite_ranking,composite_ranking_doctypebranch_weight_composite_ranking,composite_ranking_doctypebranch_threshold_composite_ranking,correlation_degree_centrality_importance,correlation_degree_centrality_doctypebranch,correlation_in_degree_centrality_importance,correlation_in_degree_centrality_doctypebranch,correlation_out_degree_centrality_importance,correlation_out_degree_centrality_doctypebranch,correlation_betweenness_centrality_importance,correlation_betweenness_centrality_doctypebranch,correlation_closeness_centrality_importance,correlation_closeness_centrality_doctypebranch,correlation_core_number_importance,correlation_core_number_doctypebranch,correlation_relative_in_degree_centrality_importance,correlation_relative_in_degree_centrality_doctypebranch,correlation_eigenvector_centrality_importance,correlation_eigenvector_centrality_doctypebranch,correlation_pagerank_importance,correlation_pagerank_doctypebranch,correlation_hits_hub_importance,correlation_hits_hub_doctypebranch,correlation_hits_authority_importance,correlation_hits_authority_doctypebranch,correlation_harmonic_centrality_importance,correlation_harmonic_centrality_doctypebranch,correlation_disruption_importance,correlation_disruption_doctypebranch,correlation_composite_ranking_importance_weight_composite_ranking_importance,correlation_composite_ranking_importance_weight_composite_ranking_doctypebranch,correlation_composite_ranking_importance_threshold_composite_ranking_importance,correlation_composite_ranking_importance_threshold_composite_ranking_doctypebranch,correlation_composite_ranking_doctypebranch_weight_composite_ranking_importance,correlation_composite_ranking_doctypebranch_weight_composite_ranking_doctypebranch,correlation_composite_ranking_doctypebranch_threshold_composite_ranking_importance,correlation_composite_ranking_doctypebranch_threshold_composite_ranking_doctypebranch
10,ECLI:CE:ECHR:2003:0729JUD003838297,38382/97,TUR,ENG,,,CASE OF TOKTAS v. TURKEY,False,29/07/2003 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,,001-61256,3;37;37-1;38;38-1-b;39,,,7,HEJUD,4.7850375,2003,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0008478181665447875,0.009267840592834432,-0.0,4.608544085803704e-18,4.608544085803704e-18,1.0,0.0,1000.0000000000999,1000.0,1000.0000000000999,1000.0,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,,,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.18940313287565216,0.4428725035738487,0.06356495261484688,0.11163640399122778,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888
11,ECLI:CE:ECHR:2000:0622JUD004299098,42990/98,ITA,ENG,,,CASE OF MANGANIELLO v. ITALY,False,22/06/2000 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,,001-58631,6;6-1;37;37-1;38;38-1-b;39,,,5,HEJUD,4.785272,2000,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0008478181665447875,0.009267840592834432,-0.0,-0.0,-0.0,1.0,0.0,1000.0000000000999,1000.0,1000.0000000000999,1000.0,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,,,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.18940313287565216,0.4428725035738487,0.06356495261484688,0.11163640399122778,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888
12,ECLI:CE:ECHR:2001:0412JUD004101898,41018/98,PRT,ENG,,,CASE OF FERREIRA DA SILVA v. PORTUGAL,False,12/04/2001 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,,001-59407,6;6-1;37;37-1;38;38-1-b;39,,,7,HEJUD,4.785272,2001,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0008478181665447875,0.009267840592834432,-0.0,-0.0,-0.0,1.0,0.0,1000.0000000000999,1000.0,1000.0000000000999,1000.0,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,,,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.18940313287565216,0.4428725035738487,0.06356495261484688,0.11163640399122778,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888
13,ECLI:CE:ECHR:2004:0205JUD005744800,57448/00,AUT,ENG,,,CASE OF WINTERSBERGER v. AUSTRIA,False,05/02/2004 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,57448/00,001-61620,6;6-1;37;37-1;38;38-1-b;39,,,6,HEJUD,4.785272,2004,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0008478181665447875,0.009267840592834432,-0.0,-0.0,-0.0,1.0,0.0,1000.0000000000999,1000.0,1000.0000000000999,1000.0,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,,,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.18940313287565216,0.4428725035738487,0.06356495261484688,0.11163640399122778,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888
14,ECLI:CE:ECHR:2000:0405JUD004095698,40956/98,ITA,ENG,,,CASE OF MARCHETTI v. ITALY (No. 2),False,05/04/2000 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,,001-58547,6;6-1;37;37-1;38;38-1-b;39,,,5,HEJUD,4.785272,2000,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0008478181665447875,0.009267840592834432,-0.0,-0.0,-0.0,1.0,0.0,1000.0000000000999,1000.0,1000.0000000000999,1000.0,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,,,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.18940313287565216,0.4428725035738487,0.06356495261484688,0.11163640399122778,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888
15,ECLI:CE:ECHR:2004:0713JUD003704797,37047/97,TUR,ENG,,,CASE OF TEMEL v. TURKEY,False,13/07/2004 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,,001-61896,3;8;8-1;13;37;37-1;38;38-1-b;39,,,5,HEJUD,4.785272,2004,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0008478181665447875,0.009267840592834432,-0.0,-9.217088171607408e-18,-9.217088171607408e-18,1.0,0.0,1000.0000000000999,1000.0,1000.0000000000999,1000.0,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,,,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.18940313287565216,0.4428725035738487,0.06356495261484688,0.11163640399122778,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888
16,ECLI:CE:ECHR:2003:0619JUD003227096,32270/96,TUR,ENG,,,CASE OF ÜLKÜ DOĞAN AND OTHERS v. TURKEY,False,19/06/2003 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,32270/96;34382/97,001-61165,3;5;5-3;6;6-3-c;37;37-1;39,,,4,HEJUD,4.7850375,2003,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0008478181665447875,0.009267840592834432,-0.0,-0.0,-0.0,1.0,0.0,1000.0000000000999,1000.0,1000.0000000000999,1000.0,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,,,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.18940313287565216,0.4428725035738487,0.06356495261484688,0.11163640399122778,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888
17,ECLI:CE:ECHR:2001:0522JUD003045396,30453/96,TUR,ENG,,,CASE OF ÖZATA AND OTHERS v. TURKEY,False,22/05/2001 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,30453/96,001-59461,5;5-3;37;37-1;38;38-1-b;39,,,4,HEJUD,4.785272,2001,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0008478181665447875,0.009267840592834432,-0.0,1.8434176343214816e-17,1.8434176343214816e-17,1.0,0.0,1000.0000000000999,1000.0,1000.0000000000999,1000.0,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,,,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.18940313287565216,0.4428725035738487,0.06356495261484688,0.11163640399122778,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888
18,ECLI:CE:ECHR:2000:1219JUD003418696,34186/96,AUT,ENG,,,CASE OF FREUNBERGER v. AUSTRIA,False,19/12/2000 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,34186/96,001-59091,13;37;37-1;38;38-1-b;39;P7-4,,,6,HEJUD,4.7850375,2000,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0008478181665447875,0.009267840592834432,-0.0,-0.0,-0.0,1.0,0.0,1000.0000000000999,1000.0,1000.0000000000999,1000.0,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,,,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.18940313287565216,0.4428725035738487,0.06356495261484688,0.11163640399122778,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888
19,ECLI:CE:ECHR:2001:1004JUD004928199,49281/99,GRC,ENG,,,CASE OF I.M. v. GREECE,False,04/10/2001 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,10/02/1999 00:00:00,,001-59709,6;6-1;37;37-1;39,,,5,HEJUD,4.785272,2001,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0008478181665447875,0.009267840592834432,-0.0,-0.0,-0.0,1.0,0.0,1000.0000000000999,1000.0,1000.0000000000999,1000.0,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,,,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.18940313287565216,0.4428725035738487,0.06356495261484688,0.11163640399122778,0.2691411699928681,0.3054054073379945,0.2691411699928681,0.3054054073379945,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888,0.38433657676097305,0.4361223100266888
