,ecli,appno,respondent,languageisocode,representedby,violation,docname,separateopinion,judgementdate,scl,publishedby,doctypebranch,applicability,conclusion,importance,externalsources,rulesofcourt,referencedate,extractedappno,itemid,article,issue,nonviolation,originatingbody,doctype,rank,year,importance_inverted,doctypebranch_inverted,degree_centrality,in_degree_centrality,out_degree_centrality,relative_in_degree_centrality,core_number,betweenness_centrality,closeness_centrality,harmonic_centrality,current_flow_betweenness,current_flow_closeness,eigenvector_centrality,pagerank,hits_hub,hits_authority,hits_combined,trophic_level,disruption,composite_ranking_importance_weight_composite_ranking,composite_ranking_importance_threshold_composite_ranking,composite_ranking_doctypebranch_weight_composite_ranking,composite_ranking_doctypebranch_threshold_composite_ranking,correlation_degree_centrality_importance,correlation_degree_centrality_doctypebranch,correlation_in_degree_centrality_importance,correlation_in_degree_centrality_doctypebranch,correlation_out_degree_centrality_importance,correlation_out_degree_centrality_doctypebranch,correlation_betweenness_centrality_importance,correlation_betweenness_centrality_doctypebranch,correlation_closeness_centrality_importance,correlation_closeness_centrality_doctypebranch,correlation_core_number_importance,correlation_core_number_doctypebranch,correlation_relative_in_degree_centrality_importance,correlation_relative_in_degree_centrality_doctypebranch,correlation_eigenvector_centrality_importance,correlation_eigenvector_centrality_doctypebranch,correlation_pagerank_importance,correlation_pagerank_doctypebranch,correlation_hits_hub_importance,correlation_hits_hub_doctypebranch,correlation_hits_authority_importance,correlation_hits_authority_doctypebranch,correlation_harmonic_centrality_importance,correlation_harmonic_centrality_doctypebranch,correlation_disruption_importance,correlation_disruption_doctypebranch,correlation_composite_ranking_importance_weight_composite_ranking_importance,correlation_composite_ranking_importance_weight_composite_ranking_doctypebranch,correlation_composite_ranking_importance_threshold_composite_ranking_importance,correlation_composite_ranking_importance_threshold_composite_ranking_doctypebranch,correlation_composite_ranking_doctypebranch_weight_composite_ranking_importance,correlation_composite_ranking_doctypebranch_weight_composite_ranking_doctypebranch,correlation_composite_ranking_doctypebranch_threshold_composite_ranking_importance,correlation_composite_ranking_doctypebranch_threshold_composite_ranking_doctypebranch
0,ECLI:CE:ECHR:2000:0622JUD004310198,43101/98,ITA,ENG,,,CASE OF IANNOTTI v. ITALY,False,22/06/2000 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,,001-58683,6;6-1;37;37-1;38;38-1-b;39,,,5,HEJUD,4.785272,2000,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.1024924006887109e-13,0.002610960788120256,-0.0,-0.0,-0.0,1.0,0.0,1000.0000000001005,1000.0,1000.0000000001,1000.0,0.6343787056567278,0.41219080364035454,0.47615416852552295,0.3175600035028645,0.5146169087124303,0.34228883726750636,0.3190023238984448,0.2563695374837816,0.4747159132222551,0.30702892818207594,0.6336303979998761,0.386738924939314,0.47615416852552295,0.3175600035028645,0.4750318458536703,0.3000863412672643,0.4734438680777401,0.30964469932718386,0.5046948855910663,0.3244518076742419,0.3565742360979211,0.18588717471397956,0.4751071885512531,0.3071545177730976,0.4456146134222792,0.2999898499438952,0.635458268105576,0.40347183035420736,0.6339943832956498,0.4086829363616952,0.6340476171487932,0.4092523193707211,0.6339943832956498,0.4086829363616952
1,ECLI:CE:ECHR:2000:0622JUD004301498,43014/98,ITA,ENG,,,CASE OF D'ERRICO v. ITALY,False,22/06/2000 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,,001-58618,6;6-1;37;37-1;38;38-1-b;39,,,5,HEJUD,4.785272,2000,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.1024924006887109e-13,0.002610960788120256,-0.0,-0.0,-0.0,1.0,0.0,1000.0000000001005,1000.0,1000.0000000001,1000.0,0.6343787056567278,0.41219080364035454,0.47615416852552295,0.3175600035028645,0.5146169087124303,0.34228883726750636,0.3190023238984448,0.2563695374837816,0.4747159132222551,0.30702892818207594,0.6336303979998761,0.386738924939314,0.47615416852552295,0.3175600035028645,0.4750318458536703,0.3000863412672643,0.4734438680777401,0.30964469932718386,0.5046948855910663,0.3244518076742419,0.3565742360979211,0.18588717471397956,0.4751071885512531,0.3071545177730976,0.4456146134222792,0.2999898499438952,0.635458268105576,0.40347183035420736,0.6339943832956498,0.4086829363616952,0.6340476171487932,0.4092523193707211,0.6339943832956498,0.4086829363616952
2,ECLI:CE:ECHR:2003:0617JUD003184596,31845/96,TUR,ENG,,,CASE OF DILEK v. TURKEY,False,17/06/2003 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,31845/96,001-61140,3;8;8-1;13;37;37-1;38;38-1-b;39;P1-1;P1-1-1,,,5,HEJUD,4.7850375,2003,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.1024924006887109e-13,0.002610960788120256,-0.0,-1.2407133915075299e-17,-1.2407133915075299e-17,1.0,0.0,1000.0000000001005,1000.0,1000.0000000001,1000.0,0.6343787056567278,0.41219080364035454,0.47615416852552295,0.3175600035028645,0.5146169087124303,0.34228883726750636,0.3190023238984448,0.2563695374837816,0.4747159132222551,0.30702892818207594,0.6336303979998761,0.386738924939314,0.47615416852552295,0.3175600035028645,0.4750318458536703,0.3000863412672643,0.4734438680777401,0.30964469932718386,0.5046948855910663,0.3244518076742419,0.3565742360979211,0.18588717471397956,0.4751071885512531,0.3071545177730976,0.4456146134222792,0.2999898499438952,0.635458268105576,0.40347183035420736,0.6339943832956498,0.4086829363616952,0.6340476171487932,0.4092523193707211,0.6339943832956498,0.4086829363616952
3,ECLI:CE:ECHR:2000:0622JUD004306898,43068/98,ITA,ENG,,,CASE OF LUCIANO v. ITALY,False,22/06/2000 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,,001-58664,6;6-1;37;37-1;38;38-1-b;39,,,5,HEJUD,4.785272,2000,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.1024924006887109e-13,0.002610960788120256,-0.0,-0.0,-0.0,1.0,0.0,1000.0000000001005,1000.0,1000.0000000001,1000.0,0.6343787056567278,0.41219080364035454,0.47615416852552295,0.3175600035028645,0.5146169087124303,0.34228883726750636,0.3190023238984448,0.2563695374837816,0.4747159132222551,0.30702892818207594,0.6336303979998761,0.386738924939314,0.47615416852552295,0.3175600035028645,0.4750318458536703,0.3000863412672643,0.4734438680777401,0.30964469932718386,0.5046948855910663,0.3244518076742419,0.3565742360979211,0.18588717471397956,0.4751071885512531,0.3071545177730976,0.4456146134222792,0.2999898499438952,0.635458268105576,0.40347183035420736,0.6339943832956498,0.4086829363616952,0.6340476171487932,0.4092523193707211,0.6339943832956498,0.4086829363616952
4,ECLI:CE:ECHR:2002:0723JUD003879497,38794/97,SVK,ENG,,,CASE OF J.K. v. SLOVAKIA,False,23/07/2002 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,38794/97,001-60629,6;6-1;37;37-1;39,,,7,HEJUD,4.7850375,2002,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.1024924006887109e-13,0.002610960788120256,-0.0,-0.0,-0.0,1.0,0.0,1000.0000000001005,1000.0,1000.0000000001,1000.0,0.6343787056567278,0.41219080364035454,0.47615416852552295,0.3175600035028645,0.5146169087124303,0.34228883726750636,0.3190023238984448,0.2563695374837816,0.4747159132222551,0.30702892818207594,0.6336303979998761,0.386738924939314,0.47615416852552295,0.3175600035028645,0.4750318458536703,0.3000863412672643,0.4734438680777401,0.30964469932718386,0.5046948855910663,0.3244518076742419,0.3565742360979211,0.18588717471397956,0.4751071885512531,0.3071545177730976,0.4456146134222792,0.2999898499438952,0.635458268105576,0.40347183035420736,0.6339943832956498,0.4086829363616952,0.6340476171487932,0.4092523193707211,0.6339943832956498,0.4086829363616952
5,ECLI:CE:ECHR:2004:0708JUD007430901,74309/01,HRV,ENG,,,CASE OF BASIC v. CROATIA,False,08/07/2004 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,74309/01,001-61878,6;6-1;37;37-1;39,"<div class=""ExternalClass27B7AA6167AB4063A5C846383D80E975"">Civil Obligations (Amendments) Act 1999 (Official Gazette no. 112/1999)</div>",,4,HEJUD,4.785272,2004,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.1024924006887109e-13,0.002610960788120256,-0.0,-0.0,-0.0,1.0,0.0,1000.0000000001005,1000.0,1000.0000000001,1000.0,0.6343787056567278,0.41219080364035454,0.47615416852552295,0.3175600035028645,0.5146169087124303,0.34228883726750636,0.3190023238984448,0.2563695374837816,0.4747159132222551,0.30702892818207594,0.6336303979998761,0.386738924939314,0.47615416852552295,0.3175600035028645,0.4750318458536703,0.3000863412672643,0.4734438680777401,0.30964469932718386,0.5046948855910663,0.3244518076742419,0.3565742360979211,0.18588717471397956,0.4751071885512531,0.3071545177730976,0.4456146134222792,0.2999898499438952,0.635458268105576,0.40347183035420736,0.6339943832956498,0.4086829363616952,0.6340476171487932,0.4092523193707211,0.6339943832956498,0.4086829363616952
6,ECLI:CE:ECHR:2004:0311JUD006787301,67873/01,ITA,ENG,,,CASE OF QUINTARELLI v. ITALY,False,11/03/2004 00:00:00,"Immobiliare Saffi v. Italy [GC], no. 22774/93, ECHR 1999-V",,2,,Struck out of the list (friendly settlement),3,,,,,001-61669,6;6-1;37;37-1;39;P1-1;P1-1-1,,,4,HEJUD,4.785272,2004,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.1024924006887109e-13,0.002610960788120256,-0.0,-3.1017834787688248e-18,-3.1017834787688248e-18,1.0,0.0,1000.0000000001005,1000.0,1000.0000000001,1000.0,0.6343787056567278,0.41219080364035454,0.47615416852552295,0.3175600035028645,0.5146169087124303,0.34228883726750636,0.3190023238984448,0.2563695374837816,0.4747159132222551,0.30702892818207594,0.6336303979998761,0.386738924939314,0.47615416852552295,0.3175600035028645,0.4750318458536703,0.3000863412672643,0.4734438680777401,0.30964469932718386,0.5046948855910663,0.3244518076742419,0.3565742360979211,0.18588717471397956,0.4751071885512531,0.3071545177730976,0.4456146134222792,0.2999898499438952,0.635458268105576,0.40347183035420736,0.6339943832956498,0.4086829363616952,0.6340476171487932,0.4092523193707211,0.6339943832956498,0.4086829363616952
7,ECLI:CE:ECHR:2001:1004JUD003240496,32404/96,ITA,ENG,,,CASE OF GIROLAMI ZURLA v. ITALY,False,04/10/2001 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,32404/96,001-59698,6;6-1;37;37-1;39;P1-1;P1-1-1,,,5,HEJUD,4.785272,2001,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.1024924006887109e-13,0.002610960788120256,-0.0,-3.877229348461031e-19,-3.877229348461031e-19,1.0,0.0,1000.0000000001005,1000.0,1000.0000000001,1000.0,0.6343787056567278,0.41219080364035454,0.47615416852552295,0.3175600035028645,0.5146169087124303,0.34228883726750636,0.3190023238984448,0.2563695374837816,0.4747159132222551,0.30702892818207594,0.6336303979998761,0.386738924939314,0.47615416852552295,0.3175600035028645,0.4750318458536703,0.3000863412672643,0.4734438680777401,0.30964469932718386,0.5046948855910663,0.3244518076742419,0.3565742360979211,0.18588717471397956,0.4751071885512531,0.3071545177730976,0.4456146134222792,0.2999898499438952,0.635458268105576,0.40347183035420736,0.6339943832956498,0.4086829363616952,0.6340476171487932,0.4092523193707211,0.6339943832956498,0.4086829363616952
8,ECLI:CE:ECHR:2003:1125JUD003543097,35430/97,SMR,ENG,,,CASE OF ERCOLANI v. SAN MARINO,False,25/11/2003 00:00:00,"Stefanelli v. San Marino, no. 35396/97, ECHR 2000-II, §§ 7-14",,2,,Struck out of the list (friendly settlement),3,,,,,001-61455,6;6-1;37;37-1;39,,,5,HEJUD,4.7850375,2003,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.1024924006887109e-13,0.002610960788120256,-0.0,3.1017834787688248e-18,3.1017834787688248e-18,1.0,0.0,1000.0000000001005,1000.0,1000.0000000001,1000.0,0.6343787056567278,0.41219080364035454,0.47615416852552295,0.3175600035028645,0.5146169087124303,0.34228883726750636,0.3190023238984448,0.2563695374837816,0.4747159132222551,0.30702892818207594,0.6336303979998761,0.386738924939314,0.47615416852552295,0.3175600035028645,0.4750318458536703,0.3000863412672643,0.4734438680777401,0.30964469932718386,0.5046948855910663,0.3244518076742419,0.3565742360979211,0.18588717471397956,0.4751071885512531,0.3071545177730976,0.4456146134222792,0.2999898499438952,0.635458268105576,0.40347183035420736,0.6339943832956498,0.4086829363616952,0.6340476171487932,0.4092523193707211,0.6339943832956498,0.4086829363616952
9,ECLI:CE:ECHR:2003:0729JUD003838297,38382/97,TUR,ENG,,,CASE OF TOKTAS v. TURKEY,False,29/07/2003 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,,001-61256,3;37;37-1;38;38-1-b;39,,,7,HEJUD,4.7850375,2003,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.1024924006887109e-13,0.002610960788120256,-0.0,-3.1017834787688248e-18,-3.1017834787688248e-18,1.0,0.0,1000.0000000001005,1000.0,1000.0000000001,1000.0,0.6343787056567278,0.41219080364035454,0.47615416852552295,0.3175600035028645,0.5146169087124303,0.34228883726750636,0.3190023238984448,0.2563695374837816,0.4747159132222551,0.30702892818207594,0.6336303979998761,0.386738924939314,0.47615416852552295,0.3175600035028645,0.4750318458536703,0.3000863412672643,0.4734438680777401,0.30964469932718386,0.5046948855910663,0.3244518076742419,0.3565742360979211,0.18588717471397956,0.4751071885512531,0.3071545177730976,0.4456146134222792,0.2999898499438952,0.635458268105576,0.40347183035420736,0.6339943832956498,0.4086829363616952,0.6340476171487932,0.4092523193707211,0.6339943832956498,0.4086829363616952
